Date;USD;EUR;CHF;CNY;GBP;JPY
05.08.2017 0:00:00;60,3281;71,6879;62,3417;8,98007;79,3194;0,547865
04.08.2017 0:00:00;60,7503;71,9527;62,7132;9,03552;80,3605;0,549106
03.08.2017 0:00:00;60,5819;71,6866;62,7532;9,01007;80,2286;0,54699
02.08.2017 0:00:00;59,8454;70,7313;61,9261;8,90663;79,0438;0,542988
01.08.2017 0:00:00;60,0633;70,4603;61,9912;8,9259;78,791;0,542577
29.07.2017 0:00:00;59,5436;69,6779;61,4105;8,82951;77,8771;0,535488
28.07.2017 0:00:00;59,4102;69,6406;62,2357;8,81732;78,0234;0,533952
27.07.2017 0:00:00;59,9102;69,6816;62,7661;8,86928;78,057;0,535702
26.07.2017 0:00:00;59,8185;69,7005;63,1463;8,86056;77,9914;0,537694
25.07.2017 0:00:00;59,6572;69,4708;63,0492;8,83745;77,6498;0,53801
22.07.2017 0:00:00;58,9325;68,6623;61,969;8,70816;76,5828;0,527337
21.07.2017 0:00:00;59,0823;68,0037;61,737;8,72991;76,7302;0,525854
20.07.2017 0:00:00;59,2418;68,2762;62,0918;8,76929;77,1565;0,52852
19.07.2017 0:00:00;59,3705;68,4008;61,9863;8,78483;77,5972;0,528466
18.07.2017 0:00:00;59,0657;67,6184;61,3033;8,72488;77,2757;0,524539
15.07.2017 0:00:00;59,8806;68,3597;61,7453;8,827;77,5693;0,528397
14.07.2017 0:00:00;60,1836;68,8139;62,4506;8,87494;77,8776;0,532528
13.07.2017 0:00:00;60,6227;69,4494;62,9388;8,93178;77,7971;0,534497
12.07.2017 0:00:00;60,7397;69,2007;62,7801;8,93191;78,3421;0,531383
11.07.2017 0:00:00;60,3014;68,7737;62,5858;8,86551;77,7345;0,528241
08.07.2017 0:00:00;60,3792;68,947;62,7512;8,87942;78,2273;0,530783
07.07.2017 0:00:00;60,2426;68,3814;62,4405;8,85439;77,9479;0,531591
06.07.2017 0:00:00;59,5787;67,6754;61,6821;8,76273;76,8804;0,524738
05.07.2017 0:00:00;59,2295;67,2966;61,4223;8,71073;76,566;0,52309
04.07.2017 0:00:00;58,9695;67,2016;61,433;8,68476;76,5955;0,522432
01.07.2017 0:00:00;59,3862;67,8072;61,9768;8,75954;77,1902;0,530116
30.06.2017 0:00:00;59,0855;67,4993;61,7016;8,71712;76,7343;0,524855
29.06.2017 0:00:00;59,5415;67,6868;62,0547;8,75739;76,3322;0,531763
28.06.2017 0:00:00;58,8843;65,9563;60,8058;8,64649;75,0363;0,527874
27.06.2017 0:00:00;59,0014;66,0816;60,7823;8,62871;75,1206;0,528473
24.06.2017 0:00:00;59,6564;66,678;61,5522;8,72323;75,9903;0,536261
23.06.2017 0:00:00;60,1482;67,1495;61,8109;8,80518;76,1536;0,541802
22.06.2017 0:00:00;60;66,798;61,5511;8,7858;75,636;0,539714
21.06.2017 0:00:00;58,5786;65,321;60,1053;8,58081;74,2894;0,524968
20.06.2017 0:00:00;57,9585;64,8614;59,6342;8,5018;74,1811;0,521843
17.06.2017 0:00:00;57,7408;64,4561;59,2943;8,47435;73,7119;0,518715
16.06.2017 0:00:00;57,4437;64,2795;59,0317;8,45071;73,0109;0,524145
15.06.2017 0:00:00;57,0303;63,9481;58,873;8,39026;72,7307;0,517446
14.06.2017 0:00:00;56,9096;63,7729;58,8578;8,37115;72,3093;0,516562
10.06.2017 0:00:00;57,002;63,7852;58,6863;8,38388;72,5464;0,516627
09.06.2017 0:00:00;56,9857;64,1488;59,0158;8,38802;73,8991;0,518948
08.06.2017 0:00:00;56,5878;63,7179;58,6949;8,32908;72,9587;0,518227
07.06.2017 0:00:00;56,6747;63,7817;58,7607;8,33893;73,2237;0,516893
06.06.2017 0:00:00;56,6152;63,811;58,7173;8,32442;72,9204;0,512239
03.06.2017 0:00:00;56,6876;63,6092;58,3987;8,31672;72,9456;0,508295
02.06.2017 0:00:00;56,5373;63,531;58,2799;8,30747;72,7974;0,508749
01.06.2017 0:00:00;56,6876;63,4107;58,159;8,31038;72,5771;0,511367
31.05.2017 0:00:00;56,5168;62,9484;57,8591;8,24389;72,6636;0,509229
30.05.2017 0:00:00;56,7106;63,3684;58,2304;8,27216;72,7937;0,509278
27.05.2017 0:00:00;56,756;63,6689;58,4752;8,27202;73,0677;0,510832
26.05.2017 0:00:00;56,0701;63,0116;57,7625;8,16468;72,9528;0,501679
25.05.2017 0:00:00;56,2743;62,9203;57,7172;8,1667;73,0834;0,502966
24.05.2017 0:00:00;56,5552;63,6189;58,2203;8,20854;73,4426;0,508201
23.05.2017 0:00:00;56,4988;63,1713;57,9594;8,19738;73,3467;0,507193
20.05.2017 0:00:00;57,1602;63,6479;58,4341;8,2931;74,2568;0,512901
19.05.2017 0:00:00;57,4683;63,9967;58,6591;8,34059;74,6111;0,518129
18.05.2017 0:00:00;56,7383;62,9568;57,6257;8,23332;73,391;0,504408
17.05.2017 0:00:00;56,2603;62,0382;56,6854;8,16538;72,8233;0,495576
16.05.2017 0:00:00;56,5258;61,8449;56,5428;8,19488;73,0596;0,497433
13.05.2017 0:00:00;57,164;62,0915;56,7272;8,28092;73,5358;0,502695
12.05.2017 0:00:00;57,1161;62,1595;56,6853;8,2729;73,8968;0,500075
11.05.2017 0:00:00;58,0824;63,2634;57,7762;8,41347;75,4084;0,510233
06.05.2017 0:00:00;58,5382;64,2398;59,2612;8,48392;75,7075;0,521197
05.05.2017 0:00:00;57,5714;62,7298;57,9714;8,34755;74,1692;0,510317
04.05.2017 0:00:00;57,0927;62,3224;57,5996;8,28415;73,8323;0,509052
03.05.2017 0:00:00;56,9518;62,1515;57,2553;8,25759;73,3767;0,507977
29.04.2017 0:00:00;56,9838;62,044;57,3393;8,2614;73,6231;0,511823
28.04.2017 0:00:00;56,9707;62,1664;57,3665;8,26597;73,458;0,511659
27.04.2017 0:00:00;56,3131;61,5052;56,6131;8,17233;72,1258;0,506231
26.04.2017 0:00:00;55,8453;60,7932;56,109;8,11009;71,549;0,505914
25.04.2017 0:00:00;56,0794;60,8461;56,4066;8,14386;71,8994;0,509142
22.04.2017 0:00:00;56,2307;60,3187;56,3434;8,16879;71,9978;0,514933
21.04.2017 0:00:00;56,4165;60,6139;56,6772;8,19567;72,3993;0,517654
20.04.2017 0:00:00;56,1753;60,2649;56,3161;8,15648;71,9886;0,515606
19.04.2017 0:00:00;55,9793;59,6124;55,7952;8,1305;70,4947;0,514256
18.04.2017 0:00:00;56,2505;59,8393;56,032;8,16704;70,4931;0,519084
15.04.2017 0:00:00;56,2945;59,7791;56,02;8,17474;70,4413;0,517009
14.04.2017 0:00:00;56,6019;60,2867;56,4157;8,22367;71,0467;0,519355
13.04.2017 0:00:00;56,7556;60,2631;56,3947;8,23452;70,9502;0,5173
12.04.2017 0:00:00;56,9552;60,3042;56,5312;8,25091;70,7384;0,514849
11.04.2017 0:00:00;57,3896;60,7469;56,827;8,31071;71,1746;0,515445
08.04.2017 0:00:00;56,9201;60,5687;56,6031;8,25025;70,9281;0,514858
07.04.2017 0:00:00;56,4369;60,0827;56,1226;8,17879;70,3655;0,510072
06.04.2017 0:00:00;55,894;59,6948;55,7769;8,10504;69,4986;0,504983
05.04.2017 0:00:00;56,5553;60,2427;56,4255;8,21177;70,3548;0,512021
04.04.2017 0:00:00;56,1396;59,8953;56,0555;8,15141;70,3429;0,503833
01.04.2017 0:00:00;55,9606;59,8107;55,983;8,12035;69,7605;0,500162
31.03.2017 0:00:00;56,3779;60,595;56,5759;8,18233;70,0101;0,507292
30.03.2017 0:00:00;57,0241;61,5347;57,4203;8,276;70,8068;0,513268
29.03.2017 0:00:00;56,9364;61,8102;57,7331;8,26891;71,6658;0,51454
28.03.2017 0:00:00;57,0233;61,9615;57,8976;8,29249;71,6669;0,517218
25.03.2017 0:00:00;57,4247;61,8636;57,8295;8,33704;71,6947;0,516015
24.03.2017 0:00:00;57,5228;62,0959;57,8991;8,3525;71,8575;0,517408
23.03.2017 0:00:00;57,636;62,2699;58,0598;8,3693;71,9585;0,517541
22.03.2017 0:00:00;57,2323;61,7308;57,4391;8,2979;70,8937;0,507604
21.03.2017 0:00:00;57,2847;61,6956;57,4168;8,2972;71,1648;0,508136
18.03.2017 0:00:00;57,9344;62,3722;58,1788;8,38632;71,5722;0,511156
17.03.2017 0:00:00;58,2437;62,4897;58,2262;8,44442;71,465;0,513862
16.03.2017 0:00:00;59,1128;62,8428;58,6146;8,55294;72,3009;0,515414
15.03.2017 0:00:00;58,954;62,7447;58,4513;8,52774;71,4935;0,512309
14.03.2017 0:00:00;59,1327;63,2661;58,472;8,55842;72,2069;0,51588
11.03.2017 0:00:00;59,2174;62,7408;58,5384;8,5625;72,0143;0,513038
10.03.2017 0:00:00;58,8318;61,9911;57,9681;8,51475;71,5807;0,513277
08.03.2017 0:00:00;58,263;61,7063;57,5778;8,44575;71,1391;0,511775
07.03.2017 0:00:00;58,337;61,8606;57,8797;8,46384;71,6203;0,513462
04.03.2017 0:00:00;58,9099;61,985;58,1309;8,54027;72,2235;0,515645
03.03.2017 0:00:00;58,4067;61,5198;57,7998;8,48676;71,7702;0,511151
02.03.2017 0:00:00;58,3776;61,5417;57,7653;8,48573;72,2073;0,514136
01.03.2017 0:00:00;57,9627;61,3883;57,5312;8,43879;72,065;0,515614
28.02.2017 0:00:00;57,9371;61,2569;57,5115;8,43175;71,8652;0,515822
23.02.2017 0:00:00;57,4762;60,4535;56,7498;8,35629;71,805;0,50718
22.02.2017 0:00:00;57,859;61,209;57,4625;8,4062;71,8724;0,509906
21.02.2017 0:00:00;58,0967;61,6987;57,946;8,44601;72,3304;0,513971
18.02.2017 0:00:00;57,6342;61,4496;57,64;8,38889;71,9851;0,509181
17.02.2017 0:00:00;57,1507;60,654;56,9741;8,33222;71,3584;0,502556
16.02.2017 0:00:00;56,7719;60,0249;56,2934;8,26639;70,7378;0,495803
15.02.2017 0:00:00;57,7388;61,2955;57,4859;8,40877;72,3352;0,508779
14.02.2017 0:00:00;58,0619;61,7662;57,9056;8,44107;72,7574;0,511041
11.02.2017 0:00:00;58,8457;62,6824;58,6872;8,5503;73,4218;0,517507
10.02.2017 0:00:00;59,0235;63,0253;59,2784;8,59499;74,1099;0,52526
09.02.2017 0:00:00;59,5129;63,4467;59,5605;8,65089;74,3971;0,530253
08.02.2017 0:00:00;59,1933;63,2362;59,2288;8,60393;73,228;0,527687
07.02.2017 0:00:00;58,7121;63,1566;59,0249;8,55363;73,1259;0,521121
04.02.2017 0:00:00;59,3137;63,8156;59,6777;8,63021;74,3438;0,524019
03.02.2017 0:00:00;59,9858;64,7307;60,5611;8,71671;76,104;0,531765
02.02.2017 0:00:00;60,3099;65,0322;60,9191;8,76381;75,8216;0,531857
01.02.2017 0:00:00;60,0851;64,285;60,4356;8,73114;75,1484;0,528662
31.01.2017 0:00:00;60,1618;64,4333;60,222;8,74229;75,473;0,523647
28.01.2017 0:00:00;60,3196;64,3429;60,2232;8,76522;75,6408;0,52404
27.01.2017 0:00:00;59,6356;64,0248;59,7671;8,66897;75,4987;0,524476
26.01.2017 0:00:00;59,1489;63,4254;59,1252;8,5976;74,0603;0,520837
25.01.2017 0:00:00;59,2168;63,6225;59,2939;8,63483;73,9144;0,522678
24.01.2017 0:00:00;59,5034;63,9424;59,4975;8,67827;73,9865;0,523982
21.01.2017 0:00:00;59,6697;63,7272;59,3315;8,6762;73,6145;0,519771
20.01.2017 0:00:00;59,3521;63,1803;58,9688;8,63178;73,0506;0,517117
19.01.2017 0:00:00;59,183;63,2252;59,0531;8,66249;72,9963;0,523026
18.01.2017 0:00:00;59,4015;63,2864;59,0355;8,64386;72,0303;0,524771
17.01.2017 0:00:00;59,6067;63,2308;58,9115;8,64153;71,6651;0,522935
14.01.2017 0:00:00;59,37;63,1222;58,8754;8,60647;72,3423;0,517905
13.01.2017 0:00:00;59,4978;63,2759;58,9905;8,6215;73,0395;0,521407
12.01.2017 0:00:00;60,1614;63,5184;59,2081;8,68556;73,1683;0,519282
11.01.2017 0:00:00;59,9533;63,5445;59,1898;8,65939;72,6394;0,517575
10.01.2017 0:00:00;59,8961;63,1125;58,9007;8,63716;73,0014;0,511124
31.12.2016 0:00:00;60,6569;63,8111;59,4151;8,72824;74,5595;0,518324
30.12.2016 0:00:00;60,273;63,0214;58,7743;8,66689;73,8887;0,517543
29.12.2016 0:00:00;60,6669;63,4879;58,9973;8,72315;74,3352;0,515941
28.12.2016 0:00:00;60,8587;63,573;59,178;8,75703;74,7284;0,519117
27.12.2016 0:00:00;60,9084;63,7285;59,3591;8,7643;74,8321;0,520073
24.12.2016 0:00:00;60,8528;63,5425;59,2992;8,7563;74,6664;0,518095
23.12.2016 0:00:00;60,8641;63,5604;59,368;8,76158;75,155;0,517222
22.12.2016 0:00:00;61,1092;63,6086;59,4505;8,79092;75,4943;0,51957
21.12.2016 0:00:00;61,7967;64,2006;60,0726;8,89072;76,4796;0,523014
20.12.2016 0:00:00;61,7931;64,6727;60,2566;8,89737;77,1796;0,526504
17.12.2016 0:00:00;61,7515;64,4809;60,0696;8,87961;76,8374;0,522013
16.12.2016 0:00:00;61,6368;64,6139;60,1687;8,88702;77,1816;0,523188
15.12.2016 0:00:00;60,8079;64,7543;60,0869;8,8061;77,0497;0,528121
14.12.2016 0:00:00;61,069;64,9774;60,2021;8,84853;77,4721;0,529538
13.12.2016 0:00:00;61,5804;65,072;60,4975;8,90521;77,5728;0,530866
10.12.2016 0:00:00;63,3028;67,2086;62,3182;9,17379;79,6349;0,552984
09.12.2016 0:00:00;63,3901;68,2458;62,962;9,21421;80,0807;0,558405
08.12.2016 0:00:00;63,9114;68,5002;63,3162;9,28297;80,6498;0,559424
07.12.2016 0:00:00;63,8741;68,6902;63,5121;9,28902;81,4778;0,560865
06.12.2016 0:00:00;63,9242;67,766;63,1163;9,28362;81,3244;0,560223
03.12.2016 0:00:00;64,1528;68,4703;63,4799;9,32155;80,9223;0,562917
02.12.2016 0:00:00;63,6807;67,6162;62,6902;9,23618;79,8747;0,557258
01.12.2016 0:00:00;65,2382;69,3417;64,2804;9,47321;81,4499;0,578712
30.11.2016 0:00:00;64,9449;68,8416;64,0293;9,42419;80,6356;0,578187
29.11.2016 0:00:00;64,9153;69,1608;64,3682;9,40502;81,209;0,580456
26.11.2016 0:00:00;64,6174;68,4363;63,7378;9,34453;80,3647;0,573383
25.11.2016 0:00:00;64,6279;68,0855;63,5101;9,34145;80,2937;0,569936
24.11.2016 0:00:00;64,0087;68,054;63,2497;9,28658;79,4156;0,576369
23.11.2016 0:00:00;63,6282;67,5413;63,0294;9,23728;79,4398;0,574391
22.11.2016 0:00:00;64,358;68,3611;63,8536;9,33347;79,4435;0,580717
19.11.2016 0:00:00;65,1023;68,9889;64,3812;9,44716;80,792;0,587884
18.11.2016 0:00:00;64,9154;69,4984;64,8505;9,44884;80,8197;0,596128
17.11.2016 0:00:00;64,5463;69,2388;64,3918;9,39539;80,4892;0,589572
16.11.2016 0:00:00;65,5548;70,6156;65,924;9,56711;81,8911;0,607298
15.11.2016 0:00:00;65,8591;71,0488;66,1967;9,62768;82,3239;0,611023
12.11.2016 0:00:00;65,2167;71,1253;66,1763;9,56874;81,9513;0,611387
11.11.2016 0:00:00;63,4161;69,3392;64,3818;9,33647;78,8833;0,599481
10.11.2016 0:00:00;63,8928;71,3491;65,6658;9,43401;79,3229;0,618727
09.11.2016 0:00:00;63,7364;70,4542;65,4176;9,40079;79,2435;0,610239
08.11.2016 0:00:00;63,9074;70,6944;65,3584;9,43199;79,2643;0,611583
04.11.2016 0:00:00;63,5043;70,5977;65,3269;9,39288;78,4278;0,617356
03.11.2016 0:00:00;63,4166;70,2339;65,3106;9,37977;77,8122;0,612454
02.11.2016 0:00:00;63,2025;69,3647;63,9637;9,3292;77,5115;0,601442
01.11.2016 0:00:00;63,2174;69,2863;63,9335;9,33705;77,0304;0,602271
29.10.2016 0:00:00;62,9037;68,6783;63,2898;9,27824;76,579;0,597404
28.10.2016 0:00:00;63,0399;68,7576;63,4843;9,30094;77,1734;0,602589
27.10.2016 0:00:00;62,2597;67,9253;62,7555;9,19791;76,0253;0,597416
26.10.2016 0:00:00;62,048;67,4958;62,4351;9,15486;75,8785;0,594187
25.10.2016 0:00:00;62,2349;67,7302;62,6169;9,19017;76,1071;0,59896
22.10.2016 0:00:00;62,4499;68,0267;62,7763;9,23856;76,4449;0,601434
21.10.2016 0:00:00;62,4194;68,4741;63,1137;9,26186;76,5886;0,601952
20.10.2016 0:00:00;62,5841;68,7674;63,2674;9,28671;77,0223;0,60494
19.10.2016 0:00:00;62,89;69,2608;63,6216;9,33197;77,0465;0,604566
18.10.2016 0:00:00;63,151;69,3587;63,8534;9,37014;76,8295;0,606143
15.10.2016 0:00:00;62,9934;69,3746;63,752;9,36691;76,8897;0,604398
14.10.2016 0:00:00;63,3465;69,7255;63,9993;9,41339;77,0293;0,609687
13.10.2016 0:00:00;62,5892;69,1173;63,247;9,32247;76,8345;0,60499
12.10.2016 0:00:00;62,1946;69,1231;63,0905;9,26218;76,4807;0,598975
11.10.2016 0:00:00;62,3884;69,7253;63,7397;9,30809;77,4053;0,604568
08.10.2016 0:00:00;62,3031;69,2312;63,4516;9,33855;77,5611;0,600078
07.10.2016 0:00:00;62,39;69,8518;63,9307;9,35158;79,385;0,602249
06.10.2016 0:00:00;62,4583;70,0782;63,9352;9,36182;79,5094;0,607512
05.10.2016 0:00:00;62,4323;69,7556;63,8171;9,35792;79,7573;0,610018
04.10.2016 0:00:00;62,5477;70,2411;64,3892;9,37522;80,4113;0,616993
01.10.2016 0:00:00;63,396;70,9338;65,4714;9,50422;82,1359;0,627373
30.09.2016 0:00:00;63,1581;70,8823;65,0444;9,46983;82,1813;0,622431
29.09.2016 0:00:00;63,9509;71,5738;65,8202;9,58583;83,1681;0,634843
28.09.2016 0:00:00;63,6921;71,6409;65,7433;9,55133;82,5959;0,632965
27.09.2016 0:00:00;64,1506;72,0604;66,2507;9,61793;82,9018;0,637617
24.09.2016 0:00:00;63,8642;71,5854;65,7919;9,57499;83,1129;0,633008
23.09.2016 0:00:00;63,7942;71,6728;65,8147;9,56521;83,4492;0,633822
22.09.2016 0:00:00;64,4424;71,8404;65,973;9,65965;83,5947;0,633092
21.09.2016 0:00:00;64,7513;72,5279;66,2824;9,70595;84,2026;0,636533
20.09.2016 0:00:00;64,9173;72,4477;66,2421;9,73156;84,8534;0,637726
17.09.2016 0:00:00;64,994;73,0208;66,7495;9,73926;85,8376;0,637477
16.09.2016 0:00:00;65,217;73,2126;66,8412;9,77268;86,2625;0,636916
15.09.2016 0:00:00;64,9737;72,946;66,4081;9,73972;85,7848;0,629499
14.09.2016 0:00:00;64,8102;72,7559;66,6018;9,70198;86,3337;0,636361
13.09.2016 0:00:00;65,0539;73,1986;66,7905;9,7389;86,3525;0,636722
10.09.2016 0:00:00;64,1617;72,3359;65,9015;9,60533;85,2645;0,627652
09.09.2016 0:00:00;63,973;72,0464;66,0332;9,60022;85,4231;0,630059
08.09.2016 0:00:00;64,3804;72,4022;66,4058;9,66034;86,2826;0,633509
07.09.2016 0:00:00;64,8306;72,3639;66,1739;9,70474;86,4646;0,627383
06.09.2016 0:00:00;64,7644;72,3742;66,2484;9,70239;86,305;0,6265
03.09.2016 0:00:00;65,8684;73,7199;67,1921;9,86069;87,4337;0,635581
02.09.2016 0:00:00;65,2566;72,6828;66,1027;9,7691;85,7667;0,629951
01.09.2016 0:00:00;65,2535;72,6859;66,3482;9,77127;85,7888;0,632148
31.08.2016 0:00:00;64,9072;72,5013;66,2386;9,71694;84,8986;0,633952
30.08.2016 0:00:00;65,081;72,7996;66,5654;9,74369;85,204;0,636707
27.08.2016 0:00:00;64,738;73,0892;67,0304;9,7089;85,6031;0,644512
26.08.2016 0:00:00;64,9459;73,2135;67,2945;9,76072;85,8845;0,647291
25.08.2016 0:00:00;64,814;73,2074;67,2693;9,74441;85,6582;0,646814
24.08.2016 0:00:00;64,7684;73,4733;67,4952;9,7509;85,4878;0,646682
23.08.2016 0:00:00;64,2078;72,4457;66,5918;9,64487;84,0223;0,637456
20.08.2016 0:00:00;63,9391;72,4558;66,7562;9,61447;83,8625;0,638147
19.08.2016 0:00:00;63,5487;71,9371;66,3209;9,58083;83,1471;0,634884
18.08.2016 0:00:00;63,9943;72,0832;66,536;9,65107;83,423;0,635022
17.08.2016 0:00:00;63,9514;71,9645;66,3052;9,65013;82,7659;0,637474
16.08.2016 0:00:00;64,2076;71,7263;65,908;9,66851;82,9434;0,635059
13.08.2016 0:00:00;64,3364;71,7158;66,0267;9,68163;83,3414;0,630533
12.08.2016 0:00:00;64,9497;72,4644;66,5264;9,78011;84,0969;0,641257
11.08.2016 0:00:00;64,8137;72,2349;66,2243;9,75669;84,5171;0,639157
10.08.2016 0:00:00;64,7848;71,7556;65,8449;9,72467;84,2202;0,633066
09.08.2016 0:00:00;65,0799;72,1476;66,3539;9,76838;84,9358;0,636167
06.08.2016 0:00:00;65,5627;73,0303;67,2783;9,86558;86,1822;0,648397
05.08.2016 0:00:00;66,3941;73,9232;68,2155;10,0009;88,2245;0,654936
04.08.2016 0:00:00;66,742;74,7978;68,9768;10,0656;88,927;0,66006
03.08.2016 0:00:00;66,8816;74,9007;69,2213;10,0737;88,2703;0,658575
02.08.2016 0:00:00;65,9553;73,6523;68,1075;9,93422;87,2918;0,644063
30.07.2016 0:00:00;67,0512;74,3799;68,5805;10,0753;88,3534;0,645934
29.07.2016 0:00:00;66,1125;73,4047;67,249;9,93113;87,3478;0,631176
28.07.2016 0:00:00;65,9467;72,515;66,3782;9,88795;86,5946;0,625117
27.07.2016 0:00:00;65,7408;72,3478;66,7352;9,84674;86,0087;0,631243
26.07.2016 0:00:00;64,9184;71,209;65,8068;9,7192;85,2963;0,610997
23.07.2016 0:00:00;64,627;71,2513;65,6245;9,68906;85,7794;0,609487
22.07.2016 0:00:00;63,7373;70,3022;64,4984;9,54537;84,1906;0,596875
21.07.2016 0:00:00;63,4183;69,6967;64,2016;9,49717;83,0716;0,595757
20.07.2016 0:00:00;62,9891;69,6974;64,098;9,41597;83,1519;0,593873
19.07.2016 0:00:00;63,1154;69,7741;64,1482;9,42176;83,6595;0,597486
16.07.2016 0:00:00;63,1697;70,3395;64,5379;9,45598;84,7295;0,596531
15.07.2016 0:00:00;63,5773;70,5644;64,6966;9,50717;84,1255;0,602172
14.07.2016 0:00:00;63,8531;70,5577;64,6286;9,54128;84,4713;0,612617
13.07.2016 0:00:00;63,9029;70,9833;65,1937;9,55972;83,9812;0,619304
12.07.2016 0:00:00;64,2024;70,8152;65,2795;9,59993;82,7441;0,629682
09.07.2016 0:00:00;64,2488;71,1684;65,627;9,60615;83,1508;0,638307
08.07.2016 0:00:00;64,05;70,9482;65,531;9,5833;83,1433;0,63419
07.07.2016 0:00:00;64,6304;71,5135;66,01;9,6606;83,677;0,640571
06.07.2016 0:00:00;64,2676;71,6327;66,2553;9,63633;84,634;0,631995
05.07.2016 0:00:00;63,6844;70,8553;65,324;9,55691;84,6302;0,620071
02.07.2016 0:00:00;64,0165;71,0519;65,584;9,6144;85,1804;0,62373
01.07.2016 0:00:00;64,1755;71,2926;65,5789;9,65975;86,4701;0,624184
30.06.2016 0:00:00;64,2575;71,2102;65,5288;9,66947;86,0472;0,627668
29.06.2016 0:00:00;64,8095;71,7117;66,1727;9,74843;86,4364;0,633741
28.06.2016 0:00:00;65,0588;71,942;66,7955;9,80023;87,1463;0,637519
25.06.2016 0:00:00;65,5287;72,6582;67,5206;9,90802;90,5017;0,636479
24.06.2016 0:00:00;64,3212;72,9016;67,1972;9,77764;95,0281;0,615543
23.06.2016 0:00:00;63,7162;71,8082;66,3849;9,6814;93,4334;0,610045
22.06.2016 0:00:00;64,1743;72,7865;66,8761;9,75545;94,5223;0,614961
21.06.2016 0:00:00;64,1509;72,7792;66,9354;9,75056;94,0003;0,613092
18.06.2016 0:00:00;65,4398;73,5609;67,9965;9,92941;93,5135;0,62775
17.06.2016 0:00:00;65,8618;74,246;68,5632;10,003;93,3854;0,63283
16.06.2016 0:00:00;65,9156;73,9441;68,2074;10,0059;93,4947;0,619945
15.06.2016 0:00:00;66,0306;74,3174;68,4113;10,0189;93,4003;0,624019
11.06.2016 0:00:00;64,7077;73,1909;67,159;9,86097;93,4185;0,604604
10.06.2016 0:00:00;63,7402;72,5682;66,32;9,71353;92,1875;0,599203
09.06.2016 0:00:00;64,6797;73,5538;67,0673;9,8438;93,999;0,604455
08.06.2016 0:00:00;65,2089;74,1164;67,3924;9,92223;94,9963;0,604766
07.06.2016 0:00:00;65,7894;74,6907;67,4003;10,0212;94,967;0,614538
04.06.2016 0:00:00;66,8529;74,561;67,4464;10,1517;96,5155;0,614146
03.06.2016 0:00:00;66,7491;74,8191;67,6488;10,145;96,2656;0,612686
02.06.2016 0:00:00;66,6156;74,2098;67,1393;10,1187;96,3728;0,605514
01.06.2016 0:00:00;65,9962;73,4406;66,5418;10,0228;96,2687;0,594319
31.05.2016 0:00:00;66,0825;73,497;66,555;10,0394;96,5465;0,59408
28.05.2016 0:00:00;66,0413;73,8474;66,7151;10,0677;96,8298;0,60177
27.05.2016 0:00:00;65,2062;72,8418;65,7387;9,93785;95,977;0,592622
26.05.2016 0:00:00;65,8949;73,4596;66,3862;10,0405;96,4965;0,598093
25.05.2016 0:00:00;67,0493;75,0349;67,5356;10,227;97,483;0,612127
24.05.2016 0:00:00;67,0475;75,2675;67,6018;10,2333;97,4602;0,611496
21.05.2016 0:00:00;66,3775;74,4623;66,9465;10,1425;96,6523;0,601763
20.05.2016 0:00:00;66,211;74,2755;67,0491;10,1177;96,8535;0,600853
19.05.2016 0:00:00;65,0641;73,3077;66,1759;9,95564;93,9005;0,593949
18.05.2016 0:00:00;64,5138;73,1006;66,0258;9,89142;93,4999;0,589436
17.05.2016 0:00:00;64,8895;73,4549;66,5329;9,95055;93,2981;0,597097
14.05.2016 0:00:00;64,9306;73,6248;66,801;9,95792;93,591;0,596981
13.05.2016 0:00:00;64,9607;74,1137;66,9422;9,97355;93,7773;0,596325
12.05.2016 0:00:00;66,2428;75,4505;68,039;10,1721;95,5685;0,609718
11.05.2016 0:00:00;66,3277;75,5406;68,2735;10,1806;95,691;0,608986
07.05.2016 0:00:00;66,1928;75,5789;68,4163;10,1794;95,9663;0,618827
06.05.2016 0:00:00;65,8918;75,5713;68,5302;10,1285;95,385;0,613832
05.05.2016 0:00:00;66,1718;76,0512;69,1812;10,1812;95,8896;0,61837
30.04.2016 0:00:00;64,3334;73,3015;66,7844;9,92263;93,9782;0,600994
29.04.2016 0:00:00;65,1133;73,9166;67,2867;10,0468;95,0264;0,601953
28.04.2016 0:00:00;65,1618;73,8023;67,032;10,0362;94,9407;0,586436
27.04.2016 0:00:00;66,4559;74,9024;68,1949;10,2348;96,6867;0,599539
26.04.2016 0:00:00;66,6295;74,9515;68,3169;10,2531;96,0931;0,599375
23.04.2016 0:00:00;66,2198;74,6959;67,876;10,1985;95,0916;0,59941
22.04.2016 0:00:00;65,0254;73,4592;66,9192;10,0356;93,0904;0,592703
21.04.2016 0:00:00;66,0364;75,0107;68,6663;10,2084;94,8943;0,606089
20.04.2016 0:00:00;65,6474;74,3719;68,1555;10,1422;93,9546;0,601856
19.04.2016 0:00:00;68,2724;77,1273;70,6827;10,5357;96,742;0,630313
16.04.2016 0:00:00;66,0452;74,3405;68,2356;10,1893;93,4672;0,604284
15.04.2016 0:00:00;66,4954;74,794;68,7504;10,2491;93,9115;0,608904
14.04.2016 0:00:00;65,7662;74,6578;68,5207;10,1689;93,5919;0,602945
13.04.2016 0:00:00;66,3456;75,8529;69,8007;10,2691;94,7349;0,613374
12.04.2016 0:00:00;67,125;76,4957;70,2585;10,3745;95,4115;0,620752
